day,rate
2021-05-08T00:00:00,0.105687330062027
2021-05-09T00:00:00,0.05470898565600683
2021-05-10T00:00:00,0.07790212888100868
2021-05-11T00:00:00,0.09975039384451209
2021-05-12T00:00:00,0.11021666068437048
2021-05-13T00:00:00,0.07703728801926857
2021-05-14T00:00:00,0.05825101009105192
2021-05-15T00:00:00,0.06747783564878711
2021-05-16T00:00:00,0.03523985272517048
2021-05-17T00:00:00,0.06259763551877033
2021-05-18T00:00:00,0.03527457050782402
2021-05-19T00:00:00,0.03656253808370173
2021-05-20T00:00:00,0.03359850446630197
2021-05-21T00:00:00,0.03175347885983234
2021-05-22T00:00:00,0.0279248340711992
2021-05-23T00:00:00,0.025120591364376534
2021-05-24T00:00:00,0.025116798712614297
2021-05-25T00:00:00,0.024575553999859837
2021-05-26T00:00:00,0.02394067276176076
2021-05-27T00:00:00,0.023345052150074694
2021-05-28T00:00:00,0.022545090724637975
2021-05-29T00:00:00,0.019413877038639425
2021-05-30T00:00:00,0.019594987987643486
2021-05-31T00:00:00,0.02026979871219729
2021-06-01T00:00:00,0.020429030068867204
2021-06-02T00:00:00,0.020325814056659296
2021-06-03T00:00:00,0.020305294313213106
2021-06-04T00:00:00,0.02062445470105388
2021-06-05T00:00:00,0.020795984785669637
2021-06-06T00:00:00,0.020631474116413334
2021-06-07T00:00:00,0.02325021160614025
2021-06-08T00:00:00,0.022470605395561997
2021-06-09T00:00:00,0.022315900560225636
2021-06-10T00:00:00,0.022506547304865
2021-06-11T00:00:00,0.022506065893545788
2021-06-12T00:00:00,0.022734815103143922
2021-06-13T00:00:00,0.022725579715948088
2021-06-14T00:00:00,0.022722282085765606
2021-06-15T00:00:00,0.02326277631919757
2021-06-16T00:00:00,0.023250336851609852
2021-06-17T00:00:00,0.023525702934075944
2021-06-18T00:00:00,0.023310050599915207
2021-06-19T00:00:00,0.02289744890623578
2021-06-20T00:00:00,0.02233748387357624
2021-06-21T00:00:00,0.02211987335023066
2021-06-22T00:00:00,0.02041806319936399
2021-06-23T00:00:00,0.020002728136827023
2021-06-24T00:00:00,0.02043082178669794
2021-06-25T00:00:00,0.020453921544466257
2021-06-26T00:00:00,0.020207246340938047
2021-06-27T00:00:00,0.020492334817636862
2021-06-28T00:00:00,0.019889169518243124
2021-06-29T00:00:00,0.019500481272223764
2021-06-30T00:00:00,0.020480909499640983
2021-07-01T00:00:00,0.021062757430348626
2021-07-02T00:00:00,0.020977574917905504
2021-07-03T00:00:00,0.0209267958788319
2021-07-04T00:00:00,0.02091347952584005
2021-07-05T00:00:00,0.020946938001184422
2021-07-06T00:00:00,0.02096638182072596
2021-07-07T00:00:00,0.020567421912739702
2021-07-08T00:00:00,0.019985510258504747
2021-07-09T00:00:00,0.019634305670083344
2021-07-10T00:00:00,0.019710100387546337
2021-07-11T00:00:00,0.020047940282249703
2021-07-12T00:00:00,0.020014553895379032
2021-07-13T00:00:00,0.02006370620391721
2021-07-14T00:00:00,0.020304559390349055
2021-07-15T00:00:00,0.020486604284732143
2021-07-16T00:00:00,0.019537253313712723
2021-07-17T00:00:00,0.022023782677773263
2021-07-18T00:00:00,0.0218795628313518
2021-07-19T00:00:00,0.021826775318402807
2021-07-20T00:00:00,0.021281142217226393
2021-07-21T00:00:00,0.02126144679899069
2021-07-22T00:00:00,0.02123988319741584
2021-07-23T00:00:00,0.0217253986194979
2021-07-24T00:00:00,0.021787422368260097
2021-07-25T00:00:00,0.021881223780389324
2021-07-26T00:00:00,0.021902257319086633
2021-07-27T00:00:00,0.021897980425870666
2021-07-28T00:00:00,0.021950601304093573
2021-07-29T00:00:00,0.021874835022424016
2021-07-30T00:00:00,0.02188489297822515
2021-07-31T00:00:00,0.022177696226280907
2021-08-01T00:00:00,0.02256612438687339
2021-08-02T00:00:00,0.0225502908099294
2021-08-03T00:00:00,0.02262529842273629
2021-08-04T00:00:00,0.021843574939553856
2021-08-05T00:00:00,0.02229364289424902
2021-08-06T00:00:00,0.022786621920258102
2021-08-07T00:00:00,0.02386575500665634
2021-08-08T00:00:00,0.02435983265819628
2021-08-09T00:00:00,0.02466521376119243
2021-08-10T00:00:00,0.024893590543912
2021-08-11T00:00:00,0.026169487433837284
2021-08-12T00:00:00,0.027228577612804603
2021-08-13T00:00:00,0.030522000008074913
2021-08-14T00:00:00,0.030796715765300846
2021-08-15T00:00:00,0.030552481947338655
2021-08-16T00:00:00,0.030815551504231507
2021-08-17T00:00:00,0.030668888337784042
2021-08-18T00:00:00,0.03077593480765843
2021-08-19T00:00:00,0.03133551929980212
2021-08-20T00:00:00,0.03164863301208994
2021-08-21T00:00:00,0.053516667407754535
2021-08-22T00:00:00,0.07064226056455646
2021-08-23T00:00:00,0.07370520875199295
2021-08-24T00:00:00,0.04847434398464732
2021-08-25T00:00:00,0.054721597974367174
2021-08-26T00:00:00,0.032834041323191496
2021-08-27T00:00:00,0.037830013366883825
2021-08-28T00:00:00,0.04351756699787965
2021-08-29T00:00:00,0.05373966150728394
2021-08-30T00:00:00,0.048142805472753784
2021-08-31T00:00:00,0.054885069494947925
2021-09-01T00:00:00,0.04869549928760969
2021-09-02T00:00:00,0.07335344199257922
2021-09-03T00:00:00,0.08362430415619525
2021-09-04T00:00:00,0.0760032908030453
2021-09-05T00:00:00,0.05034948232698674
2021-09-06T00:00:00,0.09150601966522433
2021-09-07T00:00:00,0.07209492980634853
2021-09-08T00:00:00,0.03293119565781402
2021-09-09T00:00:00,0.0325465993127538
2021-09-10T00:00:00,0.0589050779673211
2021-09-11T00:00:00,0.047673146573158125
2021-09-12T00:00:00,0.040724622615909783
2021-09-13T00:00:00,0.07573130333219676
2021-09-14T00:00:00,0.07157076083478668
2021-09-15T00:00:00,0.03211175998354375
2021-09-16T00:00:00,0.03256386581792108
2021-09-17T00:00:00,0.040055447260338876
2021-09-18T00:00:00,0.04908304670774387
2021-09-19T00:00:00,0.04691613966602873
2021-09-20T00:00:00,0.03287022520163313
2021-09-21T00:00:00,0.04364590825640284
2021-09-22T00:00:00,0.051268167056026465
2021-09-23T00:00:00,0.044647748104312074
2021-09-24T00:00:00,0.0522617658451169
2021-09-25T00:00:00,0.03253569435306178
2021-09-26T00:00:00,0.03165134469298586
2021-09-27T00:00:00,0.03212353147438748
2021-09-28T00:00:00,0.03296952956905262
2021-09-29T00:00:00,0.04461133119560852
2021-09-30T00:00:00,0.03248939627079057
2021-10-01T00:00:00,0.03259432613022417
2021-10-02T00:00:00,0.059129159760476946
